id,hsk_level,hanzi,pinyin,english_translation,detailed_english_translation
360,2,坏,huài,bad,"Means 'bad' or 'broken,' depending on the context."
361,2,回来,huílái,come back,"Means 'to come back' or 'to return here.'"
362,2,回去,huíqù,go back,"Means 'to go back' or 'to return there.'"
363,2,机场,jīchǎng,airport,"Refers to an airport."
364,2,机票,jīpiào,plane ticket,"Refers to a plane ticket or airline ticket."
365,2,记得,jìde,remember,"Means 'to remember' or 'to keep in mind.'"
366,2,间,jiān,measure word for rooms,"A measure word used for rooms. In other contexts, it can also mean 'between' or refer to a space or interval."
367,2,教,jiāo,teach,"Means 'to teach.'"
368,2,教室,jiàoshì,classroom,"Refers to a classroom."
369,2,介绍,jièshào,introduce,"Means 'to introduce.' It can also refer to giving a brief explanation or recommendation."
370,2,进,jìn,enter,"Means 'to enter' or 'to go in.'"
371,2,近,jìn,near,"Means 'near' or 'close.' It can also mean approximate in time or number."
372,2,进来,jìnlái,come in,"Means 'to come in.'"
373,2,进去,jìnqù,go in,"Means 'to go in.'"
374,2,经常,jīngcháng,often,"Means 'often' or 'frequently.'"
375,2,酒店,jiǔdiàn,hotel,"Usually means a hotel."
376,2,就,jiù,then,"Often means 'then,' 'right away,' or 'as soon as.' It can also add emphasis or mean 'only,' depending on the context."
377,2,咖啡,kāfēi,coffee,"Refers to coffee."
378,2,开始,kāishǐ,start,"Means 'to start' or 'to begin.'"
379,2,开学,kāixué,school starts,"Means that a new school term begins."
380,2,考,kǎo,test,"Usually means 'to test' or 'to examine.' It is often used in school and exam contexts."
381,2,考试,kǎoshì,exam,"Means an exam or the act of taking an exam."
382,2,可能,kěnéng,possible,"Can mean 'possible' or 'probably,' depending on the sentence."
383,2,裤子,kùzi,pants,"Refers to pants or trousers."
384,2,快,kuài,fast,"Means 'fast' or 'quick.' It can also mean that something will happen soon."
385,2,快乐,kuàilè,happy,"Means 'happy' or 'joyful.'"
386,2,快要,kuàiyào,be about to,"Means something is about to happen very soon."
387,2,篮球,lánqiú,basketball,"Refers to basketball, the ball or the sport depending on context."
388,2,累,lèi,tired,"Means 'tired.'"
389,2,离,lí,from,"Usually means 'from' when giving distance. As a verb, it can also mean to leave or be away from."
390,2,里面,lǐmiàn,inside,"Means 'inside' or 'in there.'"
391,2,楼,lóu,building,"Usually means a building or a floor of a building, depending on the context."
392,2,路,lù,road,"Means a road, street, or route."
393,2,路上,lùshang,on the way,"Means 'on the way' or 'on the road.'"
394,2,旅游,lǚyóu,travel,"Means 'to travel' or 'to go on a trip.' As a noun, it can also mean tourism."
395,2,绿茶,lǜchá,green tea,"Refers to green tea."
396,2,绿色,lǜsè,green,"Means the color green."
397,2,慢,màn,slow,"Means 'slow.'"
398,2,没意思,méi yìsi,boring,"Means 'boring' or 'not interesting.'"
399,2,每,měi,every,"Means 'every' or 'each.'"
400,2,门,mén,door,"Means a door, gate, or entrance."
401,2,门口,ménkǒu,doorway,"Means a doorway, entrance, or the area by a door."
402,2,门票,ménpiào,ticket,"Refers to an entrance ticket."
403,2,面,miàn,side,"Can mean a side, surface, or face, depending on the context. It also appears in many common location words."
404,2,名,míng,name,"Usually means a name. It can also be used as a measure word for people in formal contexts."
405,2,拿,ná,take,"Means 'to take,' 'to hold,' or 'to pick up.'"
406,2,那么,nàme,so,"Can mean 'so,' 'that way,' or 'that much,' depending on the context."
407,2,那样,nàyàng,like that,"Means 'like that' or 'that kind.'"
408,2,奶茶,nǎichá,milk tea,"Refers to milk tea."
409,2,奶奶,nǎinai,grandma,"Usually refers to one's paternal grandmother. It is also a common affectionate word for 'grandma.'"
410,2,男孩儿,nánháir,boy,"Refers to a boy."
411,2,鸟,niǎo,bird,"Refers to a bird."
412,2,女孩儿,nǚháir,girl,"Refers to a girl."
413,2,旁边,pángbiān,beside,"Means 'beside' or 'next to.'"
414,2,跑,pǎo,run,"Means 'to run.' It can also mean to run away or move quickly."
415,2,跑步,pǎobù,run,"Means 'to run' or 'to jog.'"
416,2,票,piào,ticket,"Usually means a ticket."
417,2,妻子,qīzi,wife,"Refers to a wife."
418,2,起来,qǐlái,up,"After a verb, it often shows upward movement or the beginning of a state. In some common phrases, it is translated differently depending on the verb."
419,2,前面,qiánmiàn,in front,"Means 'in front,' 'ahead,' or 'earlier,' depending on the context."
420,2,晴,qíng,sunny,"Means sunny or clear, usually about the weather."
421,2,球,qiú,ball,"Means a ball or ball-shaped object. It is also used in words for ball games."
422,2,让,ràng,let,"Usually means 'to let' or 'to allow.' It can also be used to show that someone causes or asks another person to do something."
423,2,肉,ròu,meat,"Means 'meat' or flesh."
424,2,商场,shāngchǎng,mall,"Usually refers to a shopping mall or department store."
425,2,上来,shànglái,come up,"Means 'to come up' or 'to move upward toward the speaker.'"
426,2,上面,shàngmiàn,on top,"Means 'on top,' 'above,' or 'the upper side.'"
427,2,上去,shàngqù,go up,"Means 'to go up' or 'to move upward away from the speaker.'"
428,2,上网,shàngwǎng,go online,"Means 'to go online' or 'to use the internet.'"
429,2,身体,shēntǐ,body,"Means the body or someone's physical health."
430,2,生日,shēngrì,birthday,"Means 'birthday.'"
431,2,时,shí,time,"Usually means time, hour, or occasion, depending on the context. It is more formal and compact than 时候 in many expressions."
432,2,事情,shìqing,matter,"Means a matter, affair, or thing that happened."
433,2,手,shǒu,hand,"Means 'hand.'"
434,2,手表,shǒubiǎo,watch,"Refers to a wristwatch."
435,2,书包,shūbāo,school bag,"Refers to a school bag or backpack for books."
436,2,舒服,shūfu,comfortable,"Means 'comfortable' or physically at ease."
437,2,送,sòng,give,"Can mean 'to give' as a gift, or 'to send' or deliver someone or something."
438,2,虽然,suīrán,although,"Means 'although' or 'even though.'"
439,2,所以,suǒyǐ,so,"Used to introduce a result or conclusion. It often follows a reason introduced earlier in the sentence."
440,2,疼,téng,hurt,"Means 'to hurt' or 'to be sore.'"
441,2,踢,tī,kick,"Means 'to kick.'"
442,2,题,tí,question,"Usually means a question or problem, especially on a test or for discussion."
443,2,条,tiáo,measure word for long things,"A measure word used for long, narrow, or flexible things. It is also used for some abstract items like news or rules."
444,2,跳舞,tiàowǔ,dance,"Means 'to dance.'"
445,2,头,tóu,head,"Usually means the head. It is also used as a measure word for some animals and certain other things."
446,2,外国,wàiguó,foreign country,"Means a foreign country."
447,2,外面,wàimiàn,outside,"Means 'outside' or 'out there.'"
448,2,完,wán,finish,"Means 'to finish' or 'to be over.'"
449,2,万,wàn,ten thousand,"The number ten thousand. It is also used more generally to suggest a very large amount."
450,2,往,wǎng,toward,"Usually means 'toward' or 'in the direction of.' It can also be used as a verb meaning 'to go toward.'"
451,2,网上,wǎngshang,online,"Means 'online' or 'on the internet.'"
452,2,忘,wàng,forget,"Means 'to forget.'"
453,2,位,wèi,polite measure word for people,"A polite measure word used for people."
454,2,为什么,wèi shénme,why,"Means 'why' or 'for what reason.'"
455,2,希望,xīwàng,hope,"Means 'to hope' or 'to wish for.' As a noun, it can also mean hope itself."
456,2,洗,xǐ,wash,"Means 'to wash.'"
457,2,洗手间,xǐshǒujiān,restroom,"Refers to a restroom, washroom, or toilet."
458,2,下来,xiàlái,come down,"Means 'to come down' or 'to move downward toward the speaker.' After another verb, it can also show that something continues from earlier to now."
459,2,下面,xiàmiàn,below,"Means 'below,' 'under,' or 'the following part,' depending on the context."
460,2,下去,xiàqù,go down,"Means 'to go down' or continue downward. After another verb, it can also show that an action continues."
461,2,小孩儿,xiǎoháir,child,"A common spoken word for a child or kid."
462,2,小时候,xiǎoshíhou,when one was little,"Means the time when someone was a child."
463,2,笑,xiào,laugh,"Means 'to laugh' or 'to smile.'"
464,2,姓,xìng,surname,"Means 'surname' or 'family name.' As a verb, it is used to say what someone's surname is."
465,2,姓名,xìngmíng,full name,"Means a person's full name."
466,2,颜色,yánsè,color,"Means 'color.'"
467,2,眼睛,yǎnjing,eye,"Means 'eye,' and often refers to the eyes as a pair in everyday speech."
468,2,药,yào,medicine,"Means 'medicine' or 'drug.'"
469,2,药店,yàodiàn,pharmacy,"Refers to a pharmacy or drugstore."
470,2,爷爷,yéye,grandpa,"Usually refers to one's paternal grandfather. It is also a common affectionate word for 'grandpa.'"
471,2,一会儿,yíhuìr,in a little while,"Means 'in a little while' or 'for a short while,' depending on the context."
472,2,已经,yǐjīng,already,"Means 'already.'"
473,2,一起,yìqǐ,together,"Means 'together' or 'along with each other.'"
474,2,意思,yìsi,meaning,"Usually means meaning, idea, or intention. In casual speech, it can also refer to interest or politeness."
475,2,阴,yīn,cloudy,"Usually means cloudy or overcast, especially about the weather."
476,2,因为,yīnwèi,because,"Introduces a reason or cause. It is often paired with 所以 to give a reason-result pattern."
477,2,游,yóu,swim,"In beginner usage, it most often appears in words related to swimming or travel. On its own, it can mean to swim, travel around, or wander."
478,2,游泳,yóuyǒng,swim,"Means 'to swim' or 'swimming.'"
479,2,有意思,yǒu yìsi,interesting,"Means 'interesting,' 'fun,' or 'meaningful,' depending on the context."
480,2,有时,yǒushí,sometimes,"Means 'sometimes.'"
481,2,右,yòu,right,"Means 'right' as the opposite of left."
482,2,右边,yòubian,right side,"Means 'the right side' or 'to the right.'"
483,2,鱼,yú,fish,"Means 'fish.'"
484,2,远,yuǎn,far,"Means 'far' or 'distant.'"
485,2,运动,yùndòng,exercise,"Can mean exercise, sports, or movement. As a verb, it can also mean to do exercise or move around."
486,2,站,zhàn,stand,"Usually means 'to stand.' As a noun, it can also refer to a station or stop."
487,2,丈夫,zhàngfu,husband,"Refers to a husband."
488,2,这么,zhème,so,"Means 'so,' 'this way,' or 'this much,' depending on the context."
489,2,这样,zhèyàng,like this,"Means 'like this,' 'this way,' or 'such.'"
490,2,着,zhe,durative particle,"Placed after a verb to show that a state continues or that an action is ongoing."
491,2,正,zhèng,just,"Often means 'just,' 'exactly,' or 'right in the middle of.' It is commonly used with 正在 to show an action is happening now."
492,2,周,zhōu,week,"Usually means 'week.' In some contexts, it can also mean a full circle or surrounding area."
493,2,准备,zhǔnbèi,prepare,"Means 'to prepare' or 'to get ready.' It can also mean to plan or intend to do something."
494,2,自己,zìjǐ,oneself,"Means 'oneself' or 'one's own self.' It is often used for emphasis or reflexive meaning."
495,2,走,zǒu,walk,"Usually means 'to walk' or 'to leave.' It can also mean to go in a general sense."
496,2,走路,zǒulù,walk,"Means 'to walk' or 'to go on foot.'"
497,2,足球,zúqiú,soccer,"Refers to soccer or football, depending on the variety of English. It can mean the sport or the ball."
498,2,最,zuì,most,"Means 'most' and is used to form the superlative, like '-est' in English."
499,2,左,zuǒ,left,"Means 'left.'"
500,2,左边,zuǒbian,left side,"Means 'the left side' or 'to the left.'"
501,3,阿姨,āyí,aunt,"Usually means 'aunt.' It is also commonly used as a polite way for children to address a woman around their parents' age."
502,3,矮,ǎi,short,"Means 'short' in height or low in level."
503,3,爱人,àiren,spouse,"In modern mainland Mandarin, it usually means one's husband or wife. In some other contexts, it can also mean a lover."
504,3,安静,ānjìng,quiet,"Means 'quiet,' 'calm,' or 'peaceful.'"
505,3,安全,ānquán,safe,"Means 'safe' or 'secure.' As a noun, it can also mean safety."
506,3,把,bǎ,ba construction marker,"As a verb, it can mean 'to hold' or 'to grasp.' As a grammar particle, it marks the object in a sentence pattern that emphasizes what is done to something."
507,3,搬,bān,move,"Means 'to move' or 'to carry' something, especially something fairly heavy or bulky."
508,3,班级,bānjí,class,"Refers to a school class or grade group."
509,3,搬家,bānjiā,move house,"Means 'to move house' or 'to change where one lives.'"
510,3,办,bàn,handle,"Usually means 'to handle,' 'to manage,' or 'to deal with.'"
511,3,办法,bànfǎ,way,"Means a method, way, or solution for doing something."
512,3,办公室,bàngōngshì,office,"Refers to an office."
513,3,半天,bàntiān,half a day,"Usually means half a day. In casual speech, it can also mean quite a long time."
514,3,帮助,bāngzhù,help,"Means 'to help' or 'to assist.' As a noun, it can also mean help or assistance."
515,3,饱,bǎo,full,"Means full after eating, or to eat until full."
516,3,报纸,bàozhǐ,newspaper,"Refers to a newspaper."
517,3,北,běi,north,"Means 'north.'"
518,3,北方,běifāng,north,"Means the north or northern part of a place."
